5773.799805,5926.899902,5773.799805,5900.00,879968100,5900.00
5673.600098,5781.200195,5659.200195,5773.799805,1089335700,5773.799805
5876.799805,5876.799805,5639.899902,5673.600098,1035052400,5673.600098
5779.899902,5915.700195,5779.899902,5876.799805,808697900,5876.799805
5804.100098,5852.100098,5766.50,5779.899902,718879400,5779.899902
5918.200195,5934.600098,5769.200195,5804.100098,1084338100,5804.100098
5961.00,5961.00,5829.299805,5918.200195,1067078800,5918.200195
5929.200195,6011.100098,5929.200195,5961.00,809502200,5961.00
5871.799805,5985.799805,5866.700195,5929.200195,806737100,5929.200195
5912.399902,5941.899902,5871.799805,5871.799805,817313600,5871.799805
5954.100098,6013.399902,5912.399902,5912.399902,809964200,5912.399902
6073.399902,6073.399902,5888.00,5954.100098,1054315500,5954.100098
6137.200195,6137.200195,6018.700195,6073.399902,699957700,6073.399902
6093.399902,6166.299805,6079.200195,6137.200195,624070800,6137.200195
6242.299805,6242.299805,6071.00,6093.399902,686232700,6093.399902
6274.100098,6278.299805,6233.00,6242.299805,161427100,6242.299805
6314.600098,6314.600098,6261.50,6274.100098,327817500,6274.100098
6254.600098,6314.600098,6245.200195,6314.600098,448441700,6314.600098
6241.00,6259.899902,6236.899902,6254.600098,108851800,6254.600098
6083.100098,6248.50,6083.100098,6241.00,578630000,6241.00
6034.799805,6090.600098,6031.799805,6083.100098,424323400,6083.100098
6052.399902,6114.00,6034.799805,6034.799805,545001400,6034.799805
6102.50,6105.600098,6051.700195,6052.399902,1234966800,6052.399902
6061.200195,6160.799805,6061.200195,6102.50,725125100,6102.50
6017.799805,6089.299805,6016.299805,6061.200195,750664600,6061.200195
5874.100098,6036.700195,5874.100098,6017.799805,811231700,6017.799805
5952.799805,6009.899902,5871.899902,5874.100098,781019600,5874.100098
6088.100098,6088.100098,5949.799805,5952.799805,805984900,5952.799805
6126.700195,6127.100098,6080.00,6088.100098,838093600,6088.100098
6135.200195,6175.799805,6101.200195,6126.700195,751852900,6126.700195
6223.50,6224.899902,6120.700195,6135.200195,790574400,6135.200195
6238.299805,6287.200195,6215.200195,6223.50,542255600,6223.50
6275.00,6277.600098,6219.50,6238.299805,662790200,6238.299805
6420.899902,6444.700195,6275.00,6275.00,793356800,6275.00
6395.700195,6447.299805,6395.200195,6420.899902,566098900,6420.899902
6356.100098,6402.399902,6356.100098,6395.700195,784743400,6395.700195
6375.200195,6387.100098,6329.899902,6356.100098,834458200,6356.100098
6393.100098,6393.100098,6345.299805,6375.200195,471764000,6375.200195
6337.600098,6395.299805,6333.899902,6393.100098,000,6393.100098
6277.200195,6348.100098,6277.200195,6337.600098,673258600,6337.600098
6305.50,6305.50,6221.299805,6277.200195,854059000,6277.200195
6334.600098,6334.600098,6267.100098,6305.50,585321500,6305.50
6329.899902,6360.700195,6311.799805,6334.600098,808632500,6334.600098
6279.00,6366.899902,6279.00,6329.899902,000,6329.899902
6268.799805,6283.899902,6228.200195,6279.00,615094500,6279.00
6146.399902,6269.399902,6146.399902,6268.799805,697486200,6268.799805
6118.299805,6161.899902,6079.799805,6146.399902,602945000,6146.399902
6178.700195,6179.00,6088.799805,6118.299805,681574100,6118.299805
6297.200195,6300.899902,6178.700195,6178.700195,826908500,6178.700195
6275.299805,6327.200195,6272.700195,6297.200195,618113900,6297.200195
6295.200195,6329.700195,6250.299805,6275.299805,725649900,6275.299805
6353.799805,6380.399902,6292.100098,6295.200195,658685600,6295.200195
6364.899902,6395.200195,6332.700195,6353.799805,711572600,6353.799805
6412.899902,6421.799805,6358.100098,6364.899902,000,6364.899902
6383.600098,6459.50,6383.00,6412.899902,759872100,6412.899902
6361.799805,6383.600098,6344.700195,6383.600098,608961200,6383.600098
6361.100098,6364.399902,6317.299805,6361.799805,506603500,6361.799805
6395.799805,6410.299805,6337.700195,6361.100098,716340400,6361.100098
6437.799805,6437.899902,6358.200195,6395.799805,826622300,6395.799805
6365.299805,6448.50,6355.799805,6437.799805,000,6437.799805
6417.00,6419.600098,6365.299805,6365.299805,000,6365.299805
6444.100098,6453.00,6405.399902,6417.00,441044400,6417.00
6376.299805,6487.899902,6376.299805,6444.100098,000,6444.100098
6348.399902,6387.299805,6321.700195,6376.299805,718398200,6376.299805
6345.100098,6387.299805,6316.299805,6348.399902,596747600,6348.399902
6352.299805,6367.799805,6319.299805,6345.100098,574547000,6345.100098
6378.00,6408.100098,6336.299805,6352.299805,000,6352.299805
6338.700195,6398.200195,6338.700195,6378.00,592309300,6378.00
6269.600098,6351.399902,6269.600098,6338.700195,000,6338.700195
6342.299805,6342.299805,6268.299805,6269.600098,000,6269.600098
6371.200195,6371.200195,6303.00,6342.299805,700891400,6342.299805
6416.200195,6416.200195,6351.299805,6371.200195,535951300,6371.200195
6374.799805,6453.200195,6374.799805,6416.200195,745150000,6416.200195
6336.399902,6380.299805,6303.50,6374.799805,720040900,6374.799805
6326.200195,6396.299805,6319.799805,6336.399902,985472100,6336.399902
6298.899902,6343.700195,6255.100098,6326.200195,000,6326.200195
6130.00,6301.100098,6130.00,6298.899902,863396300,6298.899902
6072.50,6176.200195,6051.600098,6130.00,861807200,6130.00
